_RA,_DE,HR,SpT,52,33-52,35-52,37-52,40-52,45-52,52-58,52-63,52-72,52-80,52-86,52-99,52-110
148.19090,26.00695,3905,K2 III,4.229,2.416,2.206,2.230,1.751,0.487,0.629,0.961,1.218,1.496,1.621,1.806,2.018
148.57356,-45.28352,3925,B4 V,5.620,-0.870,-0.770,-0.390,-0.160,-0.030,-0.060,-0.100,,,,,
149.21559,-54.56779,3940,B5 Ib,3.535,-0.941,-0.862,-0.651,-0.146,-0.027,-0.022,-0.032,-0.010,-0.042,-0.021,-0.125,0.032
150.05336,8.04422,3950,M2 III,5.116,3.611,3.102,3.055,2.399,0.736,0.770,1.263,1.922,2.414,2.621,2.956,3.243
151.28112,-13.06463,3970,B8 V,4.550,-0.436,-0.373,-0.314,-0.130,-0.010,-0.035,-0.052,-0.085,-0.091,-0.106,-0.142,-0.142
151.85735,35.24469,3974,A7 V,4.539,0.200,0.181,0.223,0.245,0.089,0.080,0.130,0.184,0.247,0.236,0.274,0.291
151.83313,16.76266,3975,A0 Ib,3.551,-0.212,-0.248,-0.445,-0.099,0.019,0.049,0.067,0.081,0.098,0.153,0.124,0.097
151.97613,9.99751,3980,K4 III,4.762,3.055,2.659,2.710,2.124,0.609,0.760,1.162,1.544,1.888,2.045,2.294,2.548
151.98453,-0.37165,3981,A0 III,4.479,-0.055,-0.039,-0.138,-0.046,0.015,-0.013,-0.045,-0.042,-0.028,-0.028,-0.044,-0.056
152.09296,11.96721,3982,B7 V,1.382,-0.615,-0.563,-0.437,-0.162,-0.032,-0.034,-0.058,-0.061,-0.092,-0.106,-0.150,-0.126
152.23433,-51.81126,3990,B2 V,4.850,-1.080,-1.010,-0.710,-0.220,-0.010,-0.040,-0.060,,,,,
152.64699,-12.35408,3994,K0 III,3.847,1.743,1.586,1.627,1.374,0.466,0.485,0.772,0.982,1.199,1.297,1.436,1.625
153.68398,-42.12194,4023,A2 V,3.845,0.119,0.108,0.119,0.068,0.019,0.012,0.010,0.062,0.057,0.056,0.058,0.117
154.17257,23.41731,4031,F0 III,3.536,0.525,0.407,0.276,0.352,0.161,0.179,0.292,0.411,0.517,0.571,0.614,0.681
154.27410,42.91436,4033,A2 IV,3.443,0.153,0.105,0.069,0.040,0.011,0.005,0.025,0.035,0.058,0.056,0.080,0.066
153.43424,-70.03790,4037,B8 III,3.313,-0.367,-0.350,-0.410,-0.127,-0.016,-0.033,-0.028,-0.027,-0.037,0.000,-0.063,-0.041
153.81933,-54.97421,4038,B2 IV-V,6.100,-1.240,-1.090,-0.710,-0.190,-0.020,-0.030,-0.040,,,,,
154.31057,23.10622,4039,F8 Vb w,5.902,0.256,0.135,0.308,0.568,0.242,0.228,0.409,0.588,0.746,0.828,0.869,0.953
154.27073,-61.33230,4050,K5 Ib,3.796,3.000,2.738,2.737,2.252,0.716,0.763,1.140,1.526,1.865,2.034,2.305,2.555
154.93403,19.47091,4054,F6 IV,4.903,0.219,0.173,0.341,0.510,0.218,0.226,0.373,0.537,0.669,0.698,0.754,0.802
154.99345,19.84126,4057,K0 IIIp,2.303,1.909,1.625,1.733,1.511,0.520,0.528,0.853,1.198,1.470,1.609,1.805,1.977
155.58225,41.49952,4069,M0 III,3.489,3.303,2.845,2.876,2.314,0.686,0.789,1.261,1.745,2.203,2.418,2.726,2.981
156.03269,65.56642,4072,A0 p,4.972,-0.214,-0.209,-0.190,-0.068,-0.012,0.001,-0.006,0.003,0.010,0.018,-0.002,-0.037
155.22874,-56.04332,4074,B3 III,4.460,-0.930,-0.860,-0.630,-0.200,-0.040,-0.040,-0.080,,,,,
156.47840,33.79612,4090,F0 V,4.802,0.367,0.344,0.282,0.299,0.120,0.164,0.237,0.325,0.425,0.450,0.491,0.534
156.43446,-7.05983,4092,M0 III,5.995,3.362,2.890,2.877,2.238,0.637,0.771,1.232,1.758,2.166,2.355,2.648,2.923
156.52261,-16.83629,4094,K4 III,4.205,3.206,2.795,2.809,2.201,0.625,0.778,1.195,1.601,1.954,2.125,2.378,2.647
156.97083,36.70721,4100,G8 III-IV,4.402,1.300,1.161,1.271,1.184,0.430,0.445,0.714,0.927,1.154,1.252,1.395,1.522
156.09877,-74.03161,4102,F3 IV-V,4.093,0.176,0.106,0.254,0.402,0.178,0.172,0.286,0.426,0.537,0.556,0.572,0.691
157.65658,55.98054,4112,F8 V,4.947,0.234,0.176,0.388,0.601,0.276,0.277,0.462,0.659,0.804,0.855,0.905,1.058
156.96970,-58.73940,4114,F0 II,3.850,0.847,0.705,0.312,0.311,0.146,0.176,0.277,0.418,0.511,0.573,0.651,0.760
158.30787,40.42556,4132,A7 IV,4.766,0.200,0.190,0.219,0.259,0.107,0.106,0.182,0.245,0.312,0.329,0.370,0.384
158.20280,9.30659,4133,B1 Ib,3.813,-1.458,-1.344,-0.906,-0.224,-0.013,-0.037,-0.036,-0.094,-0.118,-0.159,-0.266,-0.302
157.58386,-71.99279,4138,A2 V,4.760,0.140,0.120,0.100,0.020,0.010,0.010,0.000,,,,,
158.00610,-61.68533,4140,B4 Vne,3.312,-1.076,-1.006,-0.686,-0.167,-0.027,-0.024,0.020,0.098,0.141,0.076,-0.028,0.050
159.38864,-13.38454,4163,"C7,3",5.627,12.000,8.900,7.922,5.309,1.500,1.238,1.882,2.381,2.846,3.338,3.720,4.161
159.68005,31.97624,4166,G3 Ib-II,4.865,1.181,0.971,1.002,1.037,0.394,0.372,0.617,0.823,1.004,1.076,1.193,1.303
159.32558,-48.22562,4167,F4 IV + A1 V,3.919,0.210,0.165,0.272,0.357,0.150,0.147,0.252,0.402,0.474,0.482,0.493,0.594
158.86711,-78.60779,4174,M0 III,4.621,3.434,3.019,2.967,2.325,0.675,0.822,1.274,1.811,2.233,2.376,2.704,2.960
160.73917,-64.39445,4199,B0.5 Vp,2.739,-1.612,-1.512,-0.990,-0.319,-0.066,-0.099,-0.156,-0.185,-0.225,-0.280,-0.472,-0.505
160.96330,-64.24904,4204,B2.5 V,5.780,-0.810,-0.760,-0.480,-0.050,0.040,0.000,0.010,,,,,
161.02881,-63.96107,4205,B5 Vn,4.800,-1.160,-1.080,-0.770,-0.190,-0.040,-0.070,-0.110,,,,,
161.26477,-59.68443,4210,P7 Pec,6.116,-0.173,-0.114,0.225,0.877,0.512,0.140,1.197,1.018,1.325,1.594,1.807,2.450
161.69241,-49.42026,4216,G5 III,2.925,1.256,1.066,1.202,1.139,0.428,0.435,0.707,0.933,1.145,1.234,1.361,1.513
161.71342,-64.38347,4222,B3 IV,4.870,-0.980,-0.920,-0.610,-0.190,-0.040,-0.070,-0.110,,,,,
162.40620,-16.19365,4232,K3 III,3.433,2.348,2.072,2.149,1.725,0.541,0.592,0.953,1.237,1.506,1.633,1.836,2.080
161.44585,-80.54019,4234,B2.5 IV,4.440,-1.190,-1.120,-0.720,-0.240,-0.070,-0.080,-0.130,,,,,
163.32794,34.21487,4247,K0 III-IV,4.061,1.742,1.540,1.655,1.402,0.475,0.494,0.805,1.053,1.299,1.399,1.570,1.718
163.49475,43.18996,4248,A1 V,4.694,-0.106,-0.095,-0.086,-0.066,-0.011,-0.009,-0.028,-0.024,-0.022,-0.044,-0.023,-0.081
163.37356,-58.85317,4257,K0 III-IV,4.025,1.311,1.149,1.282,1.199,0.424,0.454,0.724,1.003,1.216,1.300,1.445,1.609
164.94360,-18.29878,4287,K0 III,4.359,1.875,1.677,1.745,1.468,0.481,0.524,0.826,1.090,1.324,1.441,1.596,1.805
165.46032,56.38243,4295,A1 V,2.359,0.006,0.015,0.003,-0.016,-0.004,-0.014,-0.015,-0.025,-0.019,-0.033,-0.037,-0.069
165.45698,-2.48458,4299,K5 III,5.167,3.548,3.058,3.051,2.402,0.702,0.786,1.264,1.812,2.245,2.440,2.743,3.048
165.58240,20.17984,4300,A1 V,4.444,0.085,0.080,0.128,0.076,0.022,0.010,0.013,0.006,0.027,0.017,0.031,0.031
165.93196,61.75103,4301,K0 III,2.068,1.783,1.588,1.645,1.429,0.505,0.506,0.809,1.072,1.321,1.434,1.597,1.769
166.25428,7.33601,4310,F2 III-IV,4.680,0.294,0.227,0.278,0.387,0.171,0.187,0.307,0.408,0.501,0.519,0.539,0.610
167.41587,44.49849,4335,K1 III,3.312,2.067,1.837,1.920,1.577,0.512,0.550,0.873,1.081,1.394,1.507,1.693,1.871
167.14746,-58.97504,4337,G0 Ia-0,4.280,2.268,1.892,1.760,1.606,0.588,0.646,0.926,1.302,1.540,1.645,1.860,2.018
168.52709,20.52372,4357,A4 V,2.611,0.238,0.199,0.185,0.153,0.051,0.067,0.099,0.192,0.236,0.222,0.240,0.239
168.56002,15.42957,4359,A2 V,3.351,0.082,0.067,-0.008,-0.021,-0.008,0.014,0.022,0.072,0.068,0.079,0.085,0.077
